Filename,Volume_cm3,Height_m,Alpha,Method,MaxX,MaxY,MaxZ
cluster_316.txt,0.317630,0.009210,,convex,-2.663970,4.594600,6.970090
cluster_317.txt,2.361116,0.019780,,convex,-2.776010,4.748830,6.970790
cluster_318.txt,1.348322,0.018220,,convex,-2.584920,4.593580,6.976410
cluster_319.txt,0.531206,0.012060,,convex,-2.588940,4.611640,6.972210
cluster_32.txt,3.925471,0.023440,,convex,-2.828120,4.223280,6.988190
cluster_320.txt,0.128122,0.004660,,convex,-2.638170,4.619270,6.965650
cluster_321.txt,0.197295,0.009320,,convex,-2.575100,4.630220,6.971550
cluster_322.txt,0.977851,0.021680,,convex,-2.578660,4.650120,6.985330
cluster_323.txt,5.348878,0.021600,,convex,-2.550970,4.614500,6.979520
cluster_324.txt,1.857506,0.026790,,convex,-2.498210,4.592350,6.987910
cluster_325.txt,23.606536,0.039720,,convex,-2.480680,4.633980,6.999480
cluster_326.txt,33.895513,0.066150,,convex,-2.540140,4.689220,7.026490
cluster_327.txt,0.234117,0.013120,,convex,-2.628290,4.685470,6.969080
cluster_328.txt,1.387861,0.014710,,convex,-2.574160,4.714240,6.972870
cluster_329.txt,2.611876,0.015770,,convex,-2.630490,4.746130,6.963360
cluster_33.txt,7.192171,0.034320,,convex,-3.422600,4.287120,7.000780
cluster_330.txt,1.985280,0.010900,,convex,-2.612540,4.758820,6.961580
cluster_331.txt,1.631579,0.038060,,convex,-2.563420,4.694610,7.007550
cluster_332.txt,0.056301,0.003000,,convex,-2.472300,4.711460,6.960020
cluster_333.txt,0.424267,0.006080,,convex,-2.517500,4.742020,6.960410
cluster_334.txt,1.883522,0.010810,,convex,-2.489050,4.756660,6.964690
cluster_335.txt,0.090981,0.006950,,convex,-2.784540,4.771000,6.966750
cluster_336.txt,0.525117,0.007330,,convex,-2.776490,4.827430,6.966990
cluster_337.txt,0.564826,0.008740,,convex,-2.749810,4.828600,6.963970
cluster_338.txt,0.646990,0.013390,,convex,-2.818570,4.792460,6.977400
cluster_339.txt,0.729305,0.014220,,convex,-2.798030,4.811910,6.979010
cluster_34.txt,13.339289,0.058200,,convex,-3.392640,4.328760,7.017980
cluster_340.txt,0.491443,0.009820,,convex,-2.801580,4.918760,6.969150
cluster_341.txt,3.275004,0.017530,,convex,-2.766490,4.953890,6.971480
cluster_342.txt,0.447050,0.015060,,convex,-2.806370,4.857260,6.980840
cluster_343.txt,0.716452,0.011200,,convex,-2.818110,4.894100,6.973690
cluster_344.txt,1.208127,0.022000,,convex,-2.761000,4.876310,6.987850
cluster_345.txt,0.525783,0.010580,,convex,-2.727390,4.861330,6.969490
cluster_346.txt,3.709802,0.027400,,convex,-2.686410,4.911400,6.985650
cluster_347.txt,1.092874,0.012160,,convex,-2.645180,4.901890,6.973750
cluster_348.txt,2.241376,0.011200,,convex,-2.591830,4.793310,6.966740
cluster_349.txt,18.750114,0.041220,,convex,-2.599490,4.828240,7.001010
cluster_35.txt,151.659990,0.058340,,convex,-3.319870,4.290200,7.023470
cluster_350.txt,1.526152,0.025000,,convex,-2.540140,4.821850,6.989820
cluster_351.txt,0.109823,0.005730,,convex,-2.544600,4.786500,6.963140
cluster_352.txt,1.254737,0.020870,,convex,-2.489350,4.803310,6.985030
cluster_353.txt,10.194599,0.039580,,convex,-2.483330,4.864640,6.997310
cluster_354.txt,2.123305,0.014610,,convex,-2.396250,4.645760,6.974480
cluster_355.txt,0.568947,0.017550,,convex,-2.430760,4.592580,6.980040
cluster_356.txt,0.468362,0.013980,,convex,-2.417900,4.613570,6.979170
cluster_357.txt,0.854672,0.008770,,convex,-2.347310,4.625700,6.959750
cluster_358.txt,3.126641,0.014270,,convex,-2.307070,4.611920,6.955980
cluster_359.txt,1.774504,0.011050,,convex,-2.313450,4.654520,6.952440
cluster_36.txt,1.354025,0.015520,,convex,-3.196360,4.289750,6.974070
cluster_360.txt,0.076587,0.003820,,convex,-2.445370,4.675990,6.965130
cluster_361.txt,1.027750,0.013160,,convex,-2.334440,4.726370,6.960030
cluster_362.txt,2.882061,0.022310,,convex,-2.276690,4.614890,6.962040
cluster_363.txt,13.575510,0.041510,,convex,-2.238490,4.641090,6.983170
cluster_364.txt,0.407637,0.012210,,convex,-2.260850,4.704700,6.956870
cluster_365.txt,0.679437,0.007790,,convex,-2.238480,4.693980,6.952460
cluster_366.txt,3.024914,0.019860,,convex,-2.436750,4.796380,6.977780
cluster_367.txt,1.093697,0.012190,,convex,-2.381730,4.858310,6.973410
cluster_368.txt,0.835432,0.009000,,convex,-2.355590,4.810320,6.964200
cluster_369.txt,2.293979,0.012840,,convex,-2.396330,4.886050,6.969720
cluster_37.txt,0.404543,0.005690,,convex,-3.193210,4.244210,6.966170
cluster_370.txt,0.746007,0.009950,,convex,-2.351420,4.865780,6.973110
cluster_371.txt,9.191001,0.055850,,convex,-2.312930,4.930750,7.031260
cluster_372.txt,0.258200,0.007260,,convex,-2.308250,4.902120,6.991780
cluster_373.txt,0.443173,0.009160,,convex,-2.289040,4.911830,6.996450
cluster_374.txt,0.043371,0.008450,,convex,-2.265490,4.771050,6.965460
cluster_375.txt,0.930452,0.018180,,convex,-2.231940,4.791930,6.982290
cluster_376.txt,8.234168,0.046420,,convex,-2.250140,4.843910,7.018590
cluster_377.txt,9.774911,0.072230,,convex,-2.249570,4.884660,7.065080
