X,Y,Z
7.6766500473,16.2818603516,-9.53691005707
7.66979980469,16.3141708374,-9.54648017883
7.66893005371,16.368970871,-9.55210018158
7.69898986816,16.6294803619,-9.53265953064
7.62762022018,16.6575107574,-9.53435993195
7.59191989899,16.6690502167,-9.51350975037
7.67024993896,16.6528091431,-9.51068973541
7.67689990997,16.6864490509,-9.54257965088
7.51324987411,16.7050895691,-9.53730964661
7.47684001923,16.7425193787,-9.52598953247
7.51103019714,16.7505397797,-9.54358005524
7.56771993637,16.7046394348,-9.54767990112
7.56242990494,16.7519798279,-9.54292011261
7.63930988312,16.4163703918,-9.52122020721
7.52791976929,16.766740799,-9.49192047119
7.58846998215,16.7714595795,-9.50037956238
7.62167978287,16.7355995178,-9.54014968872
7.65673017502,16.7443408966,-9.5482301712
7.63282012939,16.8094406128,-9.55593013763
7.70738983154,16.7929191589,-9.5485200882
7.35032987595,16.8444404602,-9.54092979431
7.30480003357,16.8998908997,-9.5341796875
7.30415010452,16.8979892731,-9.52571964264
7.34357023239,16.8983802795,-9.54483985901
7.67529010773,16.4043693542,-9.55200004578
7.39981985092,16.8706607819,-9.55749034882
7.44296979904,16.8741798401,-9.50570964813
7.37654018402,16.8908691406,-9.55010032654
7.45814990997,16.919380188,-9.55342960358
7.45434999466,16.939239502,-9.55226039886
7.29741001129,16.940870285,-9.5566701889
7.34884977341,16.9687194824,-9.55329036713
7.30605983734,16.9882602692,-9.56696033478
7.27529001236,17.0096302032,-9.55428028107
7.29249000549,17.0500392914,-9.56305027008
7.48097991943,16.5169391632,-9.53861999512
7.31827020645,17.0075302124,-9.56884002686
7.33259010315,17.0439796448,-9.55070018768
7.37485980988,16.9829406738,-9.56027030945
7.45079994202,16.9606895447,-9.5565700531
7.35730981827,17.0170898438,-9.55097007751
7.35478019714,17.0414199829,-9.55877971649
7.35418987274,17.0624904633,-9.52880001068
7.39340019226,17.0312404633,-9.53604984283
7.44741010666,17.0084095001,-9.54986000061
7.434030056,17.0554199219,-9.56795978546
7.51971006393,16.5015106201,-9.53756046295
7.50238990784,16.8246898651,-9.55173015594
7.48736000061,16.8678207397,-9.51237010956
7.56379985809,16.8256092072,-9.51675987244
7.53334999084,16.8611793518,-9.51624011993
7.5073299408,16.8935108185,-9.55062007904
7.4975399971,16.9242191315,-9.55379962921
7.57698011398,16.9197502136,-9.52357959747
7.61357021332,16.8333892822,-9.55687999725
7.61548995972,16.8656196594,-9.53034973145
7.66462993622,16.8276500702,-9.51854038239
7.51429986954,16.5443191528,-9.5432100296
7.67968988419,16.878200531,-9.5327796936
7.70906019211,16.9040393829,-9.56507968903
7.50467014313,16.9688892365,-9.53337955475
7.58034992218,16.9907608032,-9.55974960327
7.52541017532,17.0179805756,-9.52585029602
7.47826004028,17.0523891449,-9.54885959625
7.56082010269,17.0268497467,-9.53672027588
7.58267021179,17.0303993225,-9.56336021423
7.52946996689,17.0497703552,-9.53400039673
7.56397008896,17.0586700439,-9.54526996613
7.53736019135,16.5597705841,-9.54963970184
7.60518980026,16.9693698883,-9.53295993805
7.65100002289,16.9727897644,-9.56494045258
7.67946004868,16.9874591827,-9.54605960846
7.60432004929,17.0358390808,-9.56519031525
7.68510007858,17.0401306152,-9.54109954834
7.79362010956,16.6005897522,-9.47109031677
7.79295015335,16.6875705719,-9.53312015533
7.84434986115,16.5831794739,-9.5390996933
7.86610984802,16.6217708588,-9.5510597229
7.87855005264,16.6380805969,-9.50802993774
7.64281988144,16.4629993439,-9.55163955688
7.86268997192,16.6688995361,-9.53756046295
7.87868022919,16.6930503845,-9.55992984772
7.88895988464,16.6716003418,-9.52437019348
7.7564702034,16.7417793274,-9.55945968628
7.8313498497,16.7319297791,-9.53781986237
7.72843980789,16.7783508301,-9.54759025574
7.77415990829,16.7803993225,-9.5628900528
7.88155984879,16.7386608124,-9.56350040436
7.93581008911,16.7183704376,-9.56322956085
7.95772981644,16.7064495087,-9.56015968323
7.68991994858,16.4742698669,-9.5176897049
7.93965005875,16.7490596771,-9.55739021301
7.85088014603,16.761680603,-9.55587005615
7.86357021332,16.8066005707,-9.5425195694
7.9081401825,16.8063793182,-9.5680398941
7.97057008743,16.627790451,-9.54561042786
8.03337001801,16.6093597412,-9.56460952759
8.06764030457,16.6270904541,-9.56777000427
8.02143955231,16.6727409363,-9.55288982391
8.10986042023,16.6040306091,-9.52917957306
8.17236042023,16.591299057,-9.5704202652
7.95242977142,16.1483402252,-9.53584003448
8.09228992462,16.6712093353,-9.56966018677
8.11106014252,16.6663703918,-9.56836032867
8.15635967255,16.6727199554,-9.5727596283
8.01451969147,16.761100769,-9.51595973969
8.06984996796,16.7236995697,-9.57019042969
8.02978038788,16.7251396179,-9.56334972382
8.06986045837,16.7487792969,-9.55661010742
7.96347999573,16.7601699829,-9.55018997192
7.96352005005,16.8027896881,-9.56733036041
7.98640012741,16.8328609467,-9.54090023041
7.43314981461,16.5027503967,-9.54491043091
7.87235021591,16.1975097656,-9.54765033722
8.04137039185,16.777130127,-9.55893039703
8.02711009979,16.815990448,-9.56190013885
8.03872013092,16.7925205231,-9.56144046783
8.09451007843,16.7219390869,-9.56634998322
8.12115001678,16.7020301819,-9.56993961334
8.16384983063,16.7074699402,-9.57170963287
8.1959104538,16.704990387,-9.5727596283
8.14400005341,16.7246799469,-9.56571960449
8.13774967194,16.7457695007,-9.52807998657
8.17632007599,16.7387008667,-9.57061004639
7.91176986694,16.1601390839,-9.52353954315
8.08835029602,16.7906608582,-9.57126045227
8.10496997833,16.8163204193,-9.568400383
8.12172031403,16.8036899567,-9.55097961426
8.15085029602,16.7699108124,-9.55068016052
8.14807033539,16.796169281,-9.57026958466
7.72400999069,16.8502292633,-9.53444957733
7.77369022369,16.880569458,-9.56075954437
7.78438997269,16.8384609222,-9.56581020355
7.81735992432,16.8358898163,-9.57089996338
7.73010015488,16.9068202972,-9.56464958191
7.72580003738,16.2580699921,-9.53584957123
7.76078987122,16.9251003265,-9.55144023895
7.78988981247,16.9219799042,-9.5536699295
7.85875988007,16.8332805634,-9.56443977356
7.85257005692,16.8562698364,-9.55799007416
7.93603992462,16.8232593536,-9.56145954132
7.89778995514,16.8883094788,-9.55926036835
7.89117002487,16.9019908905,-9.56215953827
7.92925977707,16.9029808044,-9.5636100769
7.94430017471,16.8868694305,-9.56966018677
7.75882005692,16.9889602661,-9.5660200119
7.82073020935,16.2416000366,-9.51702022552
7.71414995193,17.0084400177,-9.53227996826
7.74805021286,17.009180069,-9.56758975983
7.77833986282,17.0349502563,-9.56326007843
7.87936019897,16.9471492767,-9.52690982819
7.89443016052,16.9395198822,-9.56361961365
7.9552397728,16.9485092163,-9.50477027893
7.91841983795,16.9938602448,-9.55576992035
7.93873977661,16.9825401306,-9.56361961365
7.87133979797,17.0273609161,-9.57703971863
7.93279981613,17.0088100433,-9.54718017578
7.81621980667,16.2829399109,-9.55031967163
7.92191982269,17.047580719,-9.54265975952
7.96152019501,16.8285293579,-9.56538009644
7.99538993835,16.8634490967,-9.56334972382
8.05385017395,16.8348999023,-9.56305027008
7.97667980194,16.8867092133,-9.56342983246
7.99622011185,16.9137306213,-9.5169801712
8.02766990662,16.8824291229,-9.55780982971
8.04006004333,16.9063205719,-9.56420040131
8.06960964203,16.9395904541,-9.54642009735
8.08304023743,16.847120285,-9.55920028687
7.87258005142,16.2725601196,-9.53271007538
8.15567970276,16.8469009399,-9.57903003693
8.08353042603,16.898399353,-9.54782962799
8.12508010864,16.9290294647,-9.57995033264
8.16666984558,16.8994197845,-9.56501960754
8.2039604187,16.8800201416,-9.54759025574
8.1466999054,16.9201507568,-9.57703971863
8.17582035065,16.9293003082,-9.57199001312
7.97744989395,16.9813308716,-9.56595039368
8.03719043732,16.9621906281,-9.56093025208
8.07565021515,16.9937095642,-9.56865024567
7.91492986679,16.227640152,-9.53291988373
7.98815011978,17.0059700012,-9.56737995148
8.01517963409,17.0231399536,-9.57341003418
7.99876022339,17.0447807312,-9.57701969147
8.04415035248,17.0121498108,-9.55543041229
8.0599899292,17.009469986,-9.57139968872
8.02171993256,17.047290802,-9.5554599762
8.05093002319,17.0535106659,-9.54246997833
8.1483001709,16.965429306,-9.58539009094
8.1360502243,16.9908294678,-9.56947994232
8.15207958221,16.9915504456,-9.56692028046
7.91029977798,16.3202590942,-9.54757022858
8.18025016785,16.9975795746,-9.56225967407
8.09459018707,17.0338191986,-9.56768989563
8.09702968597,17.0542793274,-9.5644197464
8.14323997498,17.0037193298,-9.56881046295
8.20061969757,17.0164699554,-9.55947971344
8.16786956787,17.0376091003,-9.57353019714
8.18315029144,17.0639591217,-9.56828975677
8.22173976898,16.1837997437,-9.54881000519
8.30877971649,16.1606693268,-9.52863025665
8.32367038727,16.1877098083,-9.53707027435
7.97571992874,16.1391601562,-9.52355957031
8.21889972687,16.238779068,-9.53353977203
8.28915977478,16.2285995483,-9.5524597168
8.29452991486,16.2670307159,-9.54561042786
8.27015972137,16.3243503571,-9.50631046295
8.33720016479,16.2465190887,-9.55222988129
8.44309997559,16.2239608765,-9.54590988159
8.47091960907,16.1715202332,-9.52297019958
8.52105998993,16.2445793152,-9.5055103302
8.51519966125,16.3246707916,-9.51383972168
8.53343963623,16.3074207306,-9.54487991333
8.04413032532,16.1053791046,-9.52589988708
8.67185020447,16.2772006989,-9.52493953705
8.6636800766,16.3249092102,-9.52700042725
8.31173992157,16.3434791565,-9.52558040619
8.22891998291,16.4226894379,-9.55642986298
8.2727804184,16.4077205658,-9.54395961761
8.34440994263,16.3802890778,-9.55082988739
8.38924980164,16.3449707031,-9.56435012817
8.42467975616,16.3531208038,-9.56050014496
8.38222980499,16.3740406036,-9.5322303772
8.3465795517,16.4102306366,-9.54214954376
7.36709022522,16.5765895844,-9.55568027496
8.06713962555,16.1758003235,-9.54139995575
8.37345027924,16.4106407166,-9.54493999481
8.37685966492,16.4545898438,-9.55072975159
8.42265987396,16.4132900238,-9.50339984894
8.23011016846,16.4849205017,-9.55029964447
8.2997303009,16.4695606232,-9.53923988342
8.27132034302,16.503370285,-9.54936027527
8.28069972992,16.5363502502,-9.53258037567
8.36384010315,16.5174102783,-9.51982021332
8.41403961182,16.467880249,-9.54531002045
8.39626979828,16.5111999512,-9.55247974396
8.03837013245,16.191280365,-9.52886962891
8.43239974976,16.5367202759,-9.5318403244
8.4433298111,16.3369598389,-9.56085014343
8.53190994263,16.358259201,-9.55712985992
8.51334953308,16.3798294067,-9.57194042206
8.55871963501,16.3871803284,-9.50510978699
8.68661022186,16.3868293762,-9.51957988739
8.45530986786,16.5156402588,-9.53238010406
8.49291038513,16.4869499207,-9.56412982941
8.53553009033,16.5131607056,-9.53872013092
8.46348953247,16.5471000671,-9.5573797226
8.00566005707,16.2107391357,-9.54775047302
8.67759037018,16.4749698639,-9.52659034729
8.72507953644,16.4086704254,-9.54428005219
8.7240896225,16.4708995819,-9.56173992157
8.79358005524,16.4692897797,-9.5222902298
8.72725963593,16.5634899139,-9.5575504303
8.77742004395,16.5498409271,-9.54376983643
8.75864028931,16.5870800018,-9.48081016541
8.80405044556,16.4584503174,-9.55751991272
8.82367038727,16.5063304901,-9.55556964874
8.87271022797,16.4880695343,-9.52122020721
8.07915019989,16.2578105927,-9.51809978485
8.83728981018,16.5606498718,-9.49870014191
8.8189496994,16.5771007538,-9.55591964722
8.91573047638,16.5289497375,-9.53684997559
8.89013004303,16.5622997284,-9.54496955872
8.21893978119,16.5862998962,-9.5569896698
8.23762989044,16.5867900848,-9.53246974945
8.25870037079,16.5956096649,-9.53343963623
8.2222700119,16.6310405731,-9.54629993439
8.24227046967,16.6154308319,-9.56142997742
8.31470966339,16.5964508057,-9.55862998962
8.1220703125,16.2194194794,-9.53569030762
8.30018043518,16.6078605652,-9.55943012238
8.20759010315,16.6741409302,-9.56993961334
8.22031974792,16.6912994385,-9.53122997284
8.2331199646,16.6704998016,-9.55714988708
8.28258037567,16.6364593506,-9.56768989563
8.31593990326,16.6634902954,-9.54440021515
8.26113986969,16.6828804016,-9.54920959473
8.28367996216,16.6703300476,-9.56754970551
8.31630039215,16.6830596924,-9.56589984894
8.33061981201,16.6103401184,-9.55090999603
8.17628002167,16.2147903442,-9.55469989777
8.37220954895,16.5857601166,-9.56466007233
8.37432956696,16.6380004883,-9.55961036682
8.34444999695,16.6567497253,-9.56392002106
8.39904975891,16.6535301208,-9.56035041809
8.38601970673,16.6863193512,-9.57028961182
8.42125034332,16.6842098236,-9.56711006165
8.22595024109,16.7231292725,-9.57182025909
8.21197986603,16.7465305328,-9.57106971741
8.28322982788,16.7195701599,-9.48414993286
8.32102012634,16.7424602509,-9.52770042419
8.144780159,16.2246494293,-9.5497303009
8.25175952911,16.7678108215,-9.56542015076
8.21263980865,16.8159408569,-9.53931999207
8.24403953552,16.8023490906,-9.56785964966
8.2955198288,16.7648391724,-9.56095027924
8.31297969818,16.820400238,-9.54586029053
8.36653995514,16.75041008,-9.56797981262
8.38986968994,16.7263393402,-9.56025981903
8.35338020325,16.7689704895,-9.56173038483
8.32413005829,16.7964096069,-9.56970977783
8.38457012177,16.7725696564,-9.56750011444
8.15649986267,16.2479400635,-9.55270004272
8.44355964661,16.7791404724,-9.5417804718
